Dataset identifier;Federated dataset;Title;Description;Themes;Keywords;License;Language;Timezone;Modified;Data processed;Metadata processed;Creator;Reference;Attributions;Update frequency;Number of records;Size of records in the dataset (in bytes);Reuse count;API call count;Download count;Attachments download count;File fields download count;Popularity score
estadisticas-web-sistemas-operativos-windows;False;Estadisticas web - Sistemas operativos Windows;<p>Información sobre la versión de windows utilizada para navegar por cada sitio web. Actualización diaria.</p>;Sector público;estadísticas;CC BY 4.0 ES;es;Europe/Madrid;2026-09-24T08:15:57.857000+02:00;2026-09-24T08:15:57.857000+02:00;2026-09-24T08:15:57.904000+02:00;Junta de Castilla y León;;;;436022;22117686;0;39190;824;0;0;7.9
estadisticas-web-visitas;False;Estadísticas web - Visitas;<p>Información sobre el número de visitas, usuarios únicos, páginas vistas, porcentaje de rebote, duración de la sesión, páginas por sesión, usuarios nuevos ,porcentaje de salidas y porcentaje de nuevas sesiones por sitio web. Actualización diaria.</p>;Sector público;estadísticas;CC BY 4.0 ES;es;Europe/Madrid;2026-09-24T08:15:51.599000+02:00;2026-09-24T08:15:51.599000+02:00;2026-09-24T08:15:51.643000+02:00;Junta de Castilla y León;;;;29892;3675332;0;72338;938;0;0;10.3
estadisticas-web-navegadores-explorer;False;Estadisticas web - Navegadores explorer;"<p><span style=""font-size: 12.495px;"">Información sobre la versión de Internet Explorer utilizada para navegar por cada sitio web. Actualización diaria.</span></p>";Sector público;estadísticas;CC BY 4.0 ES;es;Europe/Madrid;2026-09-24T08:15:15.445000+02:00;2026-09-24T08:15:15.445000+02:00;2026-09-24T08:15:15.493000+02:00;Junta de Castilla y León;;;;5594;289342;0;43041;682;0;0;8.1
estadisticas-de-uso-de-redes-sociales;False;Estadísticas de uso de redes sociales de la Junta de Castilla y León;"<p style='margin-bottom: 8px; overflow-wrap: break-word; text-overflow: ellipsis; color: rgb(23, 43, 77); font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, ""Noto Sans"", Ubuntu, ""Droid Sans"", ""Helvetica Neue"", sans-serif;'>Las estadísticas de uso de las redes sociales aportan los datos necesarios sobre la gestión de las redes sociales corporativas y el alcance que tienen todas esas publicaciones entre las diferentes redes sociales. Se informa de número de seguidores de cada cuenta así como la actividad de la misma: número de publicaciones y el impacto de cada publicación (personas que las leen y personas que interactúan con ellas de diferente forma).</p><p style='margin-bottom: 8px; overflow-wrap: break-word; text-overflow: ellipsis; color: rgb(23, 43, 77); font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, ""Noto Sans"", Ubuntu, ""Droid Sans"", ""Helvetica Neue"", sans-serif;'>La finalidad de esta publicación es la de ver la evolución de la gestión de las redes sociales corporativas y el impacto que tiene sobre los usuarios.</p><p style='margin-bottom: 8px; overflow-wrap: break-word; text-overflow: ellipsis; color: rgb(23, 43, 77); font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, ""Noto Sans"", Ubuntu, ""Droid Sans"", ""Helvetica Neue"", sans-serif;'>La información se encuentra desglosada en Perfil, red social, Tweets/Post totales, Tweets/Post totales, Seguidores/Fans totales, Seguidores/Fans diarios y fecha.</p><p class="""" style=""margin-bottom: 8px; overflow-wrap: break-word; text-overflow: ellipsis;""><span style='color: rgb(23, 43, 77); font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, ""Noto Sans"", Ubuntu, ""Droid Sans"", ""Helvetica Neue"", sans-serif; font-size: 0.875rem;'><i>

<i aria-hidden=""true"" class=""fa fa-info ng-binding""></i>


No se pueden proporcionar los datos histórico entre Julio 2023 y Diciembre 2023 debido a los cambios en la forma de proporcionar la información de la API de X.</i></span></p><p style='margin-bottom: 8px; overflow-wrap: break-word; text-overflow: ellipsis; color: rgb(23, 43, 77); font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, ""Noto Sans"", Ubuntu, ""Droid Sans"", ""Helvetica Neue"", sans-serif;'><span style=""color: rgb(23, 43, 77);"">Frecuencia de actualización: Diaria</span><br></p>";Sector público;"redes sociales;estadísticas";CC BY 4.0 ES;es;Europe/Madrid;2026-09-24T08:04:20.808000+02:00;2026-09-24T08:04:20.808000+02:00;2026-09-24T08:04:21.485000+02:00;Junta de Castilla y León;;;;143283;10467089;0;175822;1411;0;0;15.5
escuelas-de-animacion-juvenil;False;Escuelas de animación juvenil;;Cultura y ocio;"juventud;animación";CC BY 4.0 ES;es;Europe/Madrid;2026-09-24T08:01:00.567000+02:00;2026-09-24T08:01:00.567000+02:00;2026-09-24T08:01:00.627000+02:00;Junta de Castilla y León;;;;87;13552;0;48658;1010;0;0;8.8
directorio-de-talleres-artesanos-de-castilla-y-leon;False;Directorio de talleres artesanos de Castilla y León;<p>Talleres artesanos de Castilla y León</p>;Comercio;"directorio;artesanos";CC BY 4.0 ES;es;Europe/Madrid;2026-09-24T06:00:27.626000+02:00;2026-09-24T06:00:27.626000+02:00;2026-09-24T06:00:27.685000+02:00;Junta de Castilla y León;;;;484;288721;0;55696;2680;0;0;10.4
gestores-de-residuos-registrados-en-castilla-y-leon-canal-domestico;False;Gestores de residuos registrados en Castilla y León: canal doméstico;"<p><span style=""font-size: 14px;"">La Ley de residuos y suelos contaminados establece que las comunicaciones y autorizaciones de gestión de residuos se deben inscribir por las Comunidades Autónomas en sus respectivos registros.</span></p><p><span style=""font-size: 14px;"">Este conjunto de datos muestra los gestores de residuos registrados en Castilla y León para el canal doméstico</span></p><p><span style=""font-size: 14px;"">Cada registro del conjunto de datos incluye datos del gestor, tipo de instalación o centro, operación y proceso de tratamiento, así como del tipo de residuo incluyendo los códigos LER.</span></p><p><span style=""font-size: 14px;"">Se muestra un registro por cada tipo de residuo que el gestor tenga autorizado.</span></p>";Medio ambiente;gestión de residuos;CC BY 4.0 ES;es;Europe/Madrid;2026-09-24T00:00:23.172000+02:00;2026-09-24T00:00:23.172000+02:00;2026-09-24T00:00:23.227000+02:00;Junta de Castilla y León;;;;3101;2151536;0;22940;1899;0;0;7.2
catalogo-de-datos;False;Catálogo de datasets incluidos en el portal de análisis;<p>Relación de conjuntos de datos que la Junta de Castilla y León ha publicado en el portal de análisis de datos abiertos</p>;Sector público;"Catálogo;Datasets";CC BY 4.0 ES;es;Europe/Madrid;2026-09-24T00:00:05.590000+02:00;2026-09-24T00:00:05.590000+02:00;2026-09-25T00:02:04.491000+02:00;Junta de Castilla y León;;;;440;524369;0;51978;829;0;0;8.9
certificados-de-eficiencia-energetica;False;Certificados de Eficiencia Energética de Edificios;"<p>Certificados de Eficiencia Energética en Castilla y León, inscritos en el Registro de Certificados de Eficiencia Energética de Castilla León.</p><p><span style=""font-family: inherit; font-size: 1em;"">Frecuencia de actualización:</span><span style=""font-family: inherit; font-size: 1em;""> Diaria.</span></p>";Energía;"certificados;eficiencia energética;eren;energía";CC BY 4.0 ES;es;Europe/Madrid;2026-09-23T22:04:39.054000+02:00;2026-09-23T22:04:39.054000+02:00;2026-09-24T22:02:04.840000+02:00;Junta de Castilla y León;https://datosabiertos.jcyl.es/web/jcyl/set/es/energia/certificados-eficiencia-valladolid/1284543419075;;;367838;130220152;0;4887709;36431;0;0;81.5
productos-de-la-marca-tierra-de-sabor;False;"Productos de la marca ""Tierra de Sabor""";"<p>Registro de los productos que actualmente pertenecen a la marca de garantía “Tierra de Sabor"".</p><p><span style=""font-family: inherit; font-size: 1em;"">Frecuencia de actualización:</span><span style=""font-family: inherit; font-size: 1em;""> Quincenal.</span></p>";Comercio;"tierra de sabor;tds;registro tds;productos";CC BY 4.0 ES;es;Europe/Madrid;2026-09-23T22:00:33.755000+02:00;2026-09-23T22:00:33.755000+02:00;2026-09-24T22:00:45.875000+02:00;Junta de Castilla y León;;;;4785;681538;0;36229;691;0;0;7.5
directorio-de-la-administracion-general-e-institucional-de-la-comunidad;False;Directorio de la Administración General e Institucional de la Comunidad;"<p>Conjunto de órganos administrativos, centrales y territoriales que desarrollan funciones ejecutivas de carácter administrativo. Incluye Consejerías, Direcciones Generales, Delegaciones Territoriales, así como Organismos Autónomos y Entes Públicos.</p><p><span style=""font-family: inherit; font-size: 1em;"">Frecuencia de actualización:</span><span style=""font-family: inherit; font-size: 1em;""> Diaria.</span></p>";Sector público;"directorio;administración;general;institucional;comunidad";CC BY 4.0 ES;es;Europe/Madrid;2026-09-23T22:00:32.902000+02:00;2026-09-23T22:00:32.902000+02:00;2026-09-23T22:00:32.955000+02:00;Junta de Castilla y León;;;;4703;1934813;0;92568;617;0;0;11.1
empresas-acogidas-a-la-marca-tierra-de-sabor;False;"Empresas acogidas a la marca ""Tierra de Sabor""";"<p>Registro de las empresas que están actualmente acogidas a la marca de garantía “Tierra de Sabor"".</p><p><span style=""font-family: inherit; font-size: 1em;"">Frecuencia de actualización:</span><span style=""font-family: inherit; font-size: 1em;""> Quincenal.</span></p>";Comercio;"tierra de sabor;tds;registro tds;empresas";CC BY 4.0 ES;es;Europe/Madrid;2026-09-23T22:00:32.749000+02:00;2026-09-23T22:00:32.749000+02:00;2026-09-24T22:00:23.444000+02:00;Junta de Castilla y León;;;;660;78060;0;45629;1211;0;0;8.8
registro-de-desfibriladores-externos-semiautomaticos-desa-en-espacios-fisicos;False;Registro de desfibriladores externos semiautomáticos (DESA) en espacios físicos;"<p>Relación de desfibriladores externos semiautomáticos (DESA) en espacios físicos de Castilla y León indicando su número de serie, empresa y dirección completa.</p><p><span style=""font-family: inherit; font-size: 1em;"">Frecuencia de actualización:</span><span style=""font-family: inherit; font-size: 1em;""> Diaria.</span></p>";Salud;"desfibriladores;automáticos;espacios físicos;desa;dese";CC BY 4.0 ES;es;Europe/Madrid;2026-09-23T22:00:20.253000+02:00;2026-09-23T22:00:20.253000+02:00;2026-09-24T22:00:25.417000+02:00;Junta de Castilla y León;;;;2725;459517;0;118099;2010;0;0;13.5
registro-de-infraestructuras-culturales;False;Registro de infraestructuras culturales;"<p>Relación de las diferentes infraestructuras culturales de Castilla y León.</p><p><span style=""font-family: inherit; font-size: 1em;"">Frecuencia de actualización:</span><span style=""font-family: inherit; font-size: 1em;""> Diaria.</span></p>";Cultura y ocio;"directorio;infraestructuras;culturales;bibliotecas;archivos;museos;cultura";CC BY 4.0 ES;es;Europe/Madrid;2026-09-23T22:00:17.148000+02:00;2026-09-23T22:00:17.148000+02:00;2026-09-23T22:00:17.214000+02:00;Junta de Castilla y León;;;;1878;867528;0;66306;1740;0;0;10.5
oficinas-de-informacion-y-registro-de-la-junta-de-castilla-y-leon;False;Oficinas de información y registro de la Junta de Castilla y León;Relación de Oficinas de Atención al Ciudadano y Registro de Castilla y León.;Sector público;"directorio;oficinas;información;registro";CC BY 4.0 ES;es;Europe/Madrid;2026-09-23T22:00:06.746000+02:00;2026-09-23T22:00:06.746000+02:00;2026-09-23T22:00:06.793000+02:00;Junta de Castilla y León;;;;217;104447;0;77045;323;0;0;9.9
directorio-de-asociaciones-de-consumidores;False;Directorio de Asociaciones de Consumidores;<p>En este directorio se incluyen las organizaciones de consumidores de la Comunidad de Castilla y León incluidas en el Registro de Organizaciones de Consumidores y Usuarios de Castilla y León creado en 1986. En este Registro podrán inscribirse, sin carácter constitutivo, aquellas entidades (asociaciones, federaciones, agrupaciones, cooperativas etc..) legalmente constituidas, que tengan como finalidad la defensa de los intereses, incluyendo la información y educación, de los consumidores y usuarios, bien sea con carácter general, bien en relación con productos o servicios determinados, que tengan como ámbito territorial de actuación el de la Comunidad de Casilla y León.</p><p>La previa inscripción en el Registro será requisito imprescindible para ser beneficiario de subvenciones procedentes de los recursos de la propia Comunidad, participar en órganos de colaboración con la Administración de la Comunidad Autónoma de Castilla y León, y, en general, para la realización de actuaciones de colaboración en materia de defensa de los consumidores y usuarios de Castilla y León.</p>;Sector público;"consumo;administración;asociaciones";CC BY 4.0 ES;es;Europe/Madrid;2026-09-23T22:00:04.074000+02:00;2026-09-23T22:00:04.074000+02:00;2026-09-23T22:00:04.143000+02:00;Junta de Castilla y León;;;;69;27827;0;20483;304;0;0;5.5
oficinas-del-servicio-publico-de-empleo-ecyl;False;Oficinas del Servicio Público de Empleo (ECyL);"<p>Relación de las Oficinas del EcyL de las 9 provincias de la Comunidad, así como Centros de Formación Profesional Ocupacional de Castilla y León y las Gerencias Provinciales de Ecyl.</p><p><span style=""font-family: inherit; font-size: 1em;"">Frecuencia de actualización:</span><span style=""font-family: inherit; font-size: 1em;""> Cada 4 horas.</span></p>";Empleo;"directorio;oficinas;empleo;ecyl";CC BY 4.0 ES;es;Europe/Madrid;2026-09-23T22:00:03.307000+02:00;2026-09-23T22:00:03.307000+02:00;2026-09-23T22:00:03.360000+02:00;Junta de Castilla y León;;;;79;34412;0;42330;401;0;0;7.7
bibliotecas-bibliobuses-y-puntos-de-servicio-movil-geolocalizados;False;Bibliotecas, bibliobuses y puntos de servicio móvil geolocalizados;"<p>Instituciones bibliotecarias y puntos de servicio móvil geolocalizados.</p><p><span style=""font-family: inherit; font-size: 1em;"">Frecuencia de actualización:</span><span style=""font-family: inherit; font-size: 1em;""> Diaria.</span></p>";Cultura y ocio;"instituciones;culturales;cultura;bibliotecas;bibliobus;puntos servicio móvil";CC BY 4.0 ES;es;Europe/Madrid;2026-09-23T21:21:02.723000+02:00;2026-09-23T21:21:02.723000+02:00;2026-09-23T21:21:02.773000+02:00;Junta de Castilla y León;;;;393;201483;0;46781;520415;0;0;45.8
museos;False;Directorio de Museos de Castilla y León;"<p style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif;'>Relación de Museos de Castilla y León autorizados por la
Junta de Castilla y León.

</p><p style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif;'><span style=""font-family: inherit; font-size: 1em;"">Frecuencia de actualización:</span><span style=""font-family: inherit; font-size: 1em;""> Diaria.</span></p>";Cultura y ocio;"directorio;información;museos";CC BY 4.0 ES;es;Europe/Madrid;2026-09-23T19:12:03.247000+02:00;2026-09-23T19:12:03.247000+02:00;2026-09-23T19:12:03.294000+02:00;Junta de Castilla y León;;;;172;387082;0;81597;497;0;0;10.4
